// 现代汉语语料库词语分词类频率表,,,,,,
// 语料规模:2000万字,,,,,,
// 只列入出现次数大于50次的词,,,,,,
// 下载自www.cncorpus.org语料库在线网站,,,,,,
// id,词语,词类标记,词类名称,出现次数,频率,累积频率
12048,饮水,v,动词,77,0.0008,91.27299999999836
12049,秀,a,形容词,77,0.0008,91.27459999999836
12050,坐标系,n,名词,77,0.0008,91.27539999999836
12051,煤气,n,名词,77,0.0008,91.28339999999834
12052,罗马帝国,ns,地名,77,0.0008,91.2985999999983
12053,离家,v,动词,77,0.0008,91.30739999999828
12054,眼角,n,名词,77,0.0008,91.30659999999828
12055,捶,v,动词,77,0.0008,91.30579999999829
12056,精灵,n,名词,77,0.0008,91.30499999999829
12057,糟糕,a,形容词,77,0.0008,91.30419999999829
12058,天黑,a,形容词,77,0.0008,91.30339999999829
12059,领主,n,名词,77,0.0008,91.3025999999983
12060,情势,n,名词,77,0.0008,91.3017999999983
12061,寓,v,动词,77,0.0008,91.3009999999983
12062,锈,n,名词,77,0.0008,91.3001999999983
12063,导航,v,动词,77,0.0008,91.2993999999983
12064,风声,n,名词,77,0.0008,91.2969999999983
12065,种地,v,动词,77,0.0008,91.28739999999833
12066,检测,v,动词,77,0.0008,91.28419999999834
12067,发散,v,动词,77,0.0008,91.2977999999983
12068,性命,n,名词,77,0.0008,91.30819999999828
12069,往常,nt,时间名词,77,0.0008,91.29619999999831
12070,往日,nt,时间名词,77,0.0008,91.29539999999831
12071,找寻,v,动词,77,0.0008,91.29459999999831
12072,欣喜,a,形容词,77,0.0008,91.29379999999831
12073,声称,v,动词,77,0.0008,91.29299999999832
12074,杰作,n,名词,77,0.0008,91.29219999999832
12075,相貌,n,名词,77,0.0008,91.29139999999832
12076,两口子,n,名词,77,0.0008,91.29059999999832
12077,四大,n,名词,77,0.0008,91.28979999999832
12078,代数,n,名词,77,0.0008,91.27939999999835
12079,忠于,v,动词,76,0.0008,91.40739999999805
12080,钦佩,v,动词,76,0.0008,91.40659999999805
12081,赌,v,动词,76,0.0008,91.40579999999805
12082,追求,n,名词,76,0.0008,91.40499999999805
12083,午后,nt,时间名词,76,0.0008,91.40419999999806
12084,衣着,n,名词,76,0.0008,91.40339999999806
12085,天平,n,名词,76,0.0008,91.40259999999806
12086,启迪,v,动词,76,0.0008,91.40179999999806
12087,子系统,n,名词,76,0.0008,91.41299999999804
12088,剧作家,n,名词,76,0.0008,91.40099999999806
12089,历史观,n,名词,76,0.0008,91.40019999999807
12090,余,r,代词,76,0.0008,91.38979999999809
12091,积极分子,n,名词,76,0.0008,91.39939999999807
12092,合作化,v,动词,76,0.0008,91.40979999999804
12093,柱子,n,名词,76,0.0008,91.39779999999807
12094,立功,v,动词,76,0.0008,91.39699999999807
12095,蓦地,d,副词,76,0.0008,91.39619999999807
12096,孩儿,n,名词,76,0.0008,91.39539999999808
12097,浓郁,a,形容词,76,0.0008,91.39459999999808
12098,炮兵,n,名词,76,0.0008,91.39379999999808
12099,口音,n,名词,76,0.0008,91.39299999999808
12100,想念,v,动词,76,0.0008,91.39219999999808
12101,逃亡,v,动词,76,0.0008,91.39139999999809
12102,幼,a,形容词,76,0.0008,91.39059999999809
12103,社会分工,v,动词,76,0.0008,91.39859999999807
12104,苦痛,a,形容词,76,0.0008,91.41379999999803
12105,抱歉,v,动词,76,0.0008,91.42499999999801
12106,器具,n,名词,76,0.0008,91.42179999999802
12107,小心翼翼,i,习用语,76,0.0008,91.42259999999801
12108,稀薄,a,形容词,76,0.0008,91.426599999998
12109,荒山,n,名词,76,0.0008,91.430599999998
12110,勇士,n,名词,76,0.0008,91.425799999998
12111,合力,n,名词,76,0.0008,91.42099999999802
12112,国民生产总值,n,名词,76,0.0008,91.427399999998
12113,家庭教育,n,名词,76,0.0008,91.428199999998
12114,巨人,n,名词,76,0.0008,91.428999999998
12115,白蚁,n,名词,76,0.0008,91.429799999998
12116,西域,nl,处所名词,76,0.0008,91.42419999999801
12117,增设,v,动词,76,0.0008,91.42019999999802
12118,孤儿,n,名词,76,0.0008,91.41939999999802
12119,曹英,nh,人名,76,0.0008,91.41859999999802
12120,断裂,v,动词,76,0.0008,91.41779999999802
12121,东家,n,名词,76,0.0008,91.41059999999804
12122,粗壮,a,形容词,76,0.0008,91.41699999999803
12123,照亮,v,动词,76,0.0008,91.42339999999801
12124,夷,n,名词,76,0.0008,91.41619999999803
12125,号称,v,动词,76,0.0008,91.41539999999803
12126,留恋,v,动词,76,0.0008,91.41459999999803
12127,反响,n,名词,76,0.0008,91.41219999999804
12128,闻到,v,动词,76,0.0008,91.41139999999804
12129,漫,v,动词,76,0.0008,91.40819999999805
12130,不息,v,动词,76,0.0008,91.37059999999813
12131,嫂嫂,n,名词,76,0.0008,91.36579999999815
12132,理念,n,名词,76,0.0008,91.36739999999814
12133,夜空,n,名词,76,0.0008,91.36499999999815
12134,警报,n,名词,76,0.0008,91.36419999999815
12135,介于,v,动词,76,0.0008,91.36899999999814
12136,交易,v,动词,76,0.0008,91.36339999999815
12137,不仅如此,i,习用语,76,0.0008,91.40899999999804
12138,香蕉,n,名词,76,0.0008,91.36259999999815
12139,参,n,名词,76,0.0008,91.36179999999815
12140,自古以来,i,习用语,76,0.0008,91.36099999999816
12141,负荷,n,名词,76,0.0008,91.36019999999816
12142,高举,v,动词,76,0.0008,91.35939999999816
12143,歌词,n,名词,76,0.0008,91.35859999999816
12144,惯例,n,名词,76,0.0008,91.35699999999817
12145,最大,d,副词,76,0.0008,91.34979999999818
12146,休养,v,动词,76,0.0008,91.35059999999818
12147,唾液,n,名词,76,0.0008,91.35139999999818
12148,正是,v,动词,76,0.0008,91.35219999999818
12149,编导,n,名词,76,0.0008,91.35299999999818
12150,毕,v,动词,76,0.0008,91.35379999999817
12151,取下,v,动词,76,0.0008,91.35459999999817
12152,优异,a,形容词,76,0.0008,91.35779999999816
12153,年份,nt,时间名词,76,0.0008,91.35539999999817
12154,极端,d,副词,76,0.0008,91.35619999999817
12155,基督徒,n,名词,76,0.0008,91.36659999999814
12156,潜入,v,动词,76,0.0008,91.37939999999811
12157,盘,q,量词,76,0.0008,91.3881999999981
12158,锗,n,名词,76,0.0008,91.3873999999981
12159,领悟,v,动词,76,0.0008,91.3865999999981
12160,收费,v,动词,76,0.0008,91.3857999999981
12161,药水,n,名词,76,0.0008,91.3849999999981
12162,夹杂,v,动词,76,0.0008,91.3841999999981
12163,糟粕,n,名词,76,0.0008,91.3833999999981
12164,作坊,n,名词,76,0.0008,91.3825999999981
12165,画像,n,名词,76,0.0008,91.38179999999811
12166,行当,n,名词,76,0.0008,91.38099999999811
12167,准,h,前接成分,76,0.0008,91.38019999999811
12168,情意,n,名词,76,0.0008,91.36819999999814
12169,英雄人物,n,名词,76,0.0008,91.37859999999812
12170,前后,nd,方位名词,76,0.0008,91.38899999999809
12171,斗,n,名词,76,0.0008,91.37699999999812
12172,自然美,n,名词,76,0.0008,91.37619999999812
12173,操心,v,动词,76,0.0008,91.37539999999812
12174,这一下,i,习用语,76,0.0008,91.37459999999813
12175,深深,d,副词,76,0.0008,91.37379999999813
12176,活跃,v,动词,76,0.0008,91.37299999999813
12177,籽,n,名词,76,0.0008,91.37219999999813
12178,精神状态,n,名词,76,0.0008,91.37139999999813
12179,竹子,n,名词,76,0.0008,91.37779999999812
12180,构,v,动词,76,0.0008,91.36979999999814
12181,幸而,d,副词,75,0.0008,91.50499999999782
12182,潮水,n,名词,75,0.0008,91.49539999999784
12183,大车,n,名词,75,0.0008,91.49619999999784
12184,岳飞,nh,人名,75,0.0008,91.49699999999784
12185,固态,n,名词,75,0.0008,91.49779999999784
12186,掘,v,动词,75,0.0008,91.50579999999782
12187,插嘴,v,动词,75,0.0008,91.49939999999783
12188,会长,n,名词,75,0.0008,91.49379999999785
12189,湿热,a,形容词,75,0.0008,91.50099999999783
12190,内心世界,n,名词,75,0.0008,91.45939999999793
12191,不一会,nt,时间名词,75,0.0008,91.50259999999783
12192,试点,v,动词,75,0.0008,91.49459999999785
12193,评比,v,动词,75,0.0008,91.50339999999782
12194,野生,v,动词,75,0.0008,91.50419999999782
12195,递增,v,动词,75,0.0008,91.48179999999788
12196,常温,n,名词,75,0.0008,91.50019999999783
12197,二婶,n,名词,75,0.0008,91.49859999999784
12198,宝库,n,名词,75,0.0008,91.49219999999785
12199,算得,v,动词,75,0.0008,91.49139999999785
12200,受精卵,n,名词,75,0.0008,91.49059999999785
12201,一九八三,m,数词,75,0.0008,91.48979999999786
12202,竹竿,n,名词,75,0.0008,91.48899999999786
12203,美军,n,名词,75,0.0008,91.48819999999786
12204,擅长,v,动词,75,0.0008,91.48739999999786
12205,麻烦,n,名词,75,0.0008,91.48659999999786
12206,署,n,名词,75,0.0008,91.48579999999787
12207,衣袋,n,名词,75,0.0008,91.48499999999787
12208,默,v,动词,75,0.0008,91.48419999999787
12209,高价,n,名词,75,0.0008,91.48339999999787
12210,诚然,a,形容词,75,0.0008,91.48259999999787
12211,余立毅,nh,人名,75,0.0008,91.49299999999785
12212,不在乎,v,动词,75,0.0008,91.5121999999978
12213,后裔,n,名词,75,0.0008,91.52259999999778
12214,地盘,n,名词,75,0.0008,91.52099999999778
12215,劳动量,n,名词,75,0.0008,91.53059999999776
12216,化装,v,动词,75,0.0008,91.52179999999778
12217,歹徒,n,名词,75,0.0008,91.51859999999779
12218,当家作主,i,习用语,75,0.0008,91.52339999999778
12219,烦躁,a,形容词,75,0.0008,91.52419999999778
12220,核酸,n,名词,75,0.0008,91.52499999999777
12221,电机,n,名词,75,0.0008,91.52579999999777
12222,超,h,前接成分,75,0.0008,91.52659999999777
12223,受理,v,动词,75,0.0008,91.52739999999777
12224,谅解,v,动词,75,0.0008,91.52819999999777
12225,次年,nt,时间名词,75,0.0008,91.52899999999777
12226,荣获,v,动词,75,0.0008,91.52979999999776
12227,毒气,n,名词,75,0.0008,91.52019999999779
12228,背离,v,动词,75,0.0008,91.51779999999779
12229,华,ns,地名,75,0.0008,91.5169999999978
12230,群山,n,名词,75,0.0008,91.5161999999978
12231,强壮,a,形容词,75,0.0008,91.5153999999978
12232,于右任,nh,人名,75,0.0008,91.5145999999978
12233,只管,v,动词,75,0.0008,91.50659999999782
12234,民主集中制,n,名词,75,0.0008,91.5129999999978
12235,与其说,c,连词,75,0.0008,91.51939999999779
12236,正电,n,名词,75,0.0008,91.5113999999978
12237,血红蛋白,n,名词,75,0.0008,91.51059999999781
12238,氮肥,n,名词,75,0.0008,91.50979999999781
12239,野草,n,名词,75,0.0008,91.50899999999781
12240,沙沙,o,拟声词,75,0.0008,91.50819999999781
12241,晴天,n,名词,75,0.0008,91.50739999999782
12242,新婚,v,动词,75,0.0008,91.5137999999978
12243,偶,d,副词,75,0.0008,91.50179999999783
12244,生铁,n,名词,75,0.0008,91.46739999999791
12245,绒毛,n,名词,75,0.0008,91.44579999999796
12246,不可忽视,i,习用语,75,0.0008,91.44659999999796
12247,仔,n,名词,75,0.0008,91.44019999999797
12248,煽动,v,动词,75,0.0008,91.44739999999796
12249,看样子,i,习用语,75,0.0008,91.44819999999795
12250,段祺瑞,nh,人名,75,0.0008,91.45539999999794
12251,躺下,v,动词,75,0.0008,91.44899999999795
12252,毫,n,名词,75,0.0008,91.44339999999796
12253,谋略,n,名词,75,0.0008,91.45059999999795
12254,医师,n,名词,75,0.0008,91.45139999999795
12255,碎片,n,名词,75,0.0008,91.45219999999794
12256,桂英,nhs,人名-名,75,0.0008,91.45299999999794
12257,两性,n,名词,75,0.0008,91.45379999999794
12258,牛肉,n,名词,75,0.0008,91.45459999999794
12259,后台,n,名词,75,0.0008,91.44979999999795
12260,恩,n,名词,75,0.0008,91.43939999999797
12261,花坛,n,名词,75,0.0008,91.43539999999798
12262,风沙,n,名词,75,0.0008,91.43459999999799
12263,稀释,v,动词,75,0.0008,91.43219999999799
12264,份量,n,名词,75,0.0008,91.43139999999799
12265,豌豆,n,名词,75,0.0008,91.43299999999799
12266,卫,n,名词,75,0.0008,91.43379999999799
12267,发问,v,动词,75,0.0008,91.43619999999798
12268,无意识,v,动词,75,0.0008,91.43699999999798
12269,北方,nl,处所名词,75,0.0008,91.44259999999797
12270,贪,v,动词,75,0.0008,91.43779999999798
12271,办到,v,动词,75,0.0008,91.43859999999798
12272,丙,n,名词,75,0.0008,91.44099999999797
12273,杨柳,n,名词,75,0.0008,91.44179999999797
12274,子叶,n,名词,75,0.0008,91.44499999999796
12275,梅花,n,名词,75,0.0008,91.47539999999789
12276,腿上,nl,处所名词,75,0.0008,91.4697999999979
12277,缺氧,v,动词,75,0.0008,91.4705999999979
12278,流畅,a,形容词,75,0.0008,91.4713999999979
12279,插上,v,动词,75,0.0008,91.4721999999979
12280,换言之,c,连词,75,0.0008,91.4729999999979
12281,任意,a,形容词,75,0.0008,91.48099999999788
12282,生产性,n,名词,75,0.0008,91.47459999999789
12283,扇,v,动词,75,0.0008,91.4689999999979
12284,半截,q,量词,75,0.0008,91.47619999999789
12285,帝王,n,名词,75,0.0008,91.47699999999789
12286,大群,q,量词,75,0.0008,91.47779999999788
12287,摄氏,n,名词,75,0.0008,91.47859999999788
12288,寿,n,名词,75,0.0008,91.47939999999788
12289,驰,v,动词,75,0.0008,91.48019999999788
12290,分期,v,动词,75,0.0008,91.46259999999792
12291,逃出,v,动词,75,0.0008,91.46099999999792
12292,派生,v,动词,75,0.0008,91.4737999999979
12293,颠,v,动词,75,0.0008,91.45779999999793
12294,冯玉祥,nh,人名,75,0.0008,91.45859999999793
12295,以示,v,动词,75,0.0008,91.46019999999793
12296,伸进,v,动词,75,0.0008,91.4681999999979
12297,闪亮,v,动词,75,0.0008,91.46179999999792
12298,决策者,n,名词,75,0.0008,91.45619999999793
12299,齐,nhf,人名-姓,75,0.0008,91.45699999999793
12300,口子,n,名词,75,0.0008,91.46339999999792
12301,置身,v,动词,75,0.0008,91.44419999999796
12302,毛主席,n,名词,75,0.0008,91.46419999999792
12303,几万,m,数词,75,0.0008,91.46499999999791
12304,暑假,n,名词,75,0.0008,91.46579999999791
12305,胸中,nl,处所名词,75,0.0008,91.46659999999791
12306,清偿,v,动词,74,0.0008,91.59619999999761
12307,一九八二,m,数词,74,0.0008,91.60659999999758
12308,理发,v,动词,74,0.0008,91.5977999999976
12309,肚里,nl,处所名词,74,0.0008,91.5985999999976
12310,整数,n,名词,74,0.0008,91.5993999999976
12311,改建,v,动词,74,0.0008,91.60739999999758
12312,牛全德,nh,人名,74,0.0008,91.6009999999976
12313,荷花,n,名词,74,0.0008,91.59459999999761
12314,变速,v,动词,74,0.0008,91.6025999999976
12315,木箱,n,名词,74,0.0008,91.60339999999759
12316,社会活动,n,名词,74,0.0008,91.60419999999759
12317,烟草,n,名词,74,0.0008,91.60499999999759
12318,脑中,nl,处所名词,74,0.0008,91.60579999999759
12319,牡丹,n,名词,74,0.0008,91.58819999999763
12320,许可证,n,名词,74,0.0008,91.6017999999976
12321,身高,n,名词,74,0.0008,91.6001999999976
12322,自负盈亏,i,习用语,74,0.0008,91.58259999999764
12323,思绪,n,名词,74,0.0008,91.58339999999764
12324,志气,n,名词,74,0.0008,91.58419999999764
12325,减低,v,动词,74,0.0008,91.58499999999763
12326,统筹,v,动词,74,0.0008,91.58579999999763
12327,办公桌,n,名词,74,0.0008,91.59379999999761
12328,未见,v,动词,74,0.0008,91.58739999999763
12329,庭,n,名词,74,0.0008,91.58179999999764
12330,冲刷,v,动词,74,0.0008,91.58899999999763
12331,牛皮,n,名词,74,0.0008,91.58979999999762
12332,自然保护区,n,名词,74,0.0008,91.59059999999762
12333,狐,n,名词,74,0.0008,91.59139999999762
12334,五万,m,数词,74,0.0008,91.59219999999762
12335,一动不动,i,习用语,74,0.0008,91.59299999999762
12336,价格体系,n,名词,74,0.0008,91.58659999999763
12337,聚精会神,i,习用语,74,0.0008,91.60899999999758
12338,交货,v,动词,74,0.0008,91.62499999999754
12339,最优,a,形容词,74,0.0008,91.62419999999754
12340,作响,v,动词,74,0.0008,91.62259999999755
12341,连年,n,名词,74,0.0008,91.63219999999752
12342,供需,n,名词,74,0.0008,91.62339999999755
12343,热泪,n,名词,74,0.0008,91.62019999999755
12344,晋升,v,动词,74,0.0008,91.62579999999754
12345,纵向,n,名词,74,0.0008,91.62659999999754
12346,相符,v,动词,74,0.0008,91.62739999999754
12347,海流,n,名词,74,0.0008,91.62819999999753
12348,主角,n,名词,74,0.0008,91.62899999999753
12349,非但,c,连词,74,0.0008,91.62979999999753
12350,群众运动,n,名词,74,0.0008,91.63059999999753
12351,有待于,v,动词,74,0.0008,91.63139999999753
12352,太平军,n,名词,74,0.0008,91.62179999999755
12353,效能,n,名词,74,0.0008,91.61939999999755
12354,常务委员会,n,名词,74,0.0008,91.61859999999756
12355,投身,v,动词,74,0.0008,91.61779999999756
12356,贩卖,v,动词,74,0.0008,91.61699999999756
12357,栽植,v,动词,74,0.0008,91.61619999999756
12358,别墅,n,名词,74,0.0008,91.61539999999756
12359,单细胞,n,名词,74,0.0008,91.60819999999758
12360,吼,v,动词,74,0.0008,91.61379999999757
12361,桩,q,量词,74,0.0008,91.62099999999755
12362,供电,v,动词,74,0.0008,91.61299999999757
12363,列出,v,动词,74,0.0008,91.61219999999757
12364,蔗糖,n,名词,74,0.0008,91.61139999999757
12365,天性,n,名词,74,0.0008,91.61059999999758
12366,龙头,n,名词,74,0.0008,91.60979999999758
12367,无用,a,形容词,74,0.0008,91.61459999999757
12368,内分泌,n,名词,74,0.0008,91.5969999999976
12369,冲锋,v,动词,74,0.0008,91.56659999999768
12370,器乐,n,名词,74,0.0008,91.56739999999768
12371,股长,n,名词,74,0.0008,91.54419999999773
12372,初步,n,名词,74,0.0008,91.59539999999761
12373,大理石,n,名词,74,0.0008,91.54819999999772
12374,蓄,v,动词,74,0.0008,91.54579999999773
12375,疲乏,a,形容词,74,0.0008,91.54659999999772
12376,过问,v,动词,74,0.0008,91.54739999999772
12377,公债,n,名词,74,0.0008,91.5553999999977
12378,区委,j,缩略语,74,0.0008,91.54899999999772
12379,山岭,n,名词,74,0.0008,91.54259999999773
12380,龙国正,nh,人名,74,0.0008,91.55059999999771
12381,歌手,n,名词,74,0.0008,91.55139999999771
12382,惊恐,a,形容词,74,0.0008,91.55219999999771
12383,下一代,n,名词,74,0.0008,91.55299999999771
12384,传统观念,n,名词,74,0.0008,91.55379999999771
12385,系统工程,n,名词,74,0.0008,91.5545999999977
12386,瞥,v,动词,74,0.0008,91.54979999999772
12387,劝告,v,动词,74,0.0008,91.53219999999776
12388,搔,v,动词,74,0.0008,91.53299999999776
12389,创汇,n,名词,74,0.0008,91.53379999999775
12390,精简,v,动词,74,0.0008,91.53459999999775
12391,融,v,动词,74,0.0008,91.53539999999775
12392,原始人,n,名词,74,0.0008,91.53139999999776
12393,洗脸,v,动词,74,0.0008,91.53619999999775
12394,无能,a,形容词,74,0.0008,91.53699999999775
12395,不以为然,i,习用语,74,0.0008,91.53779999999774
12396,宛如,v,动词,74,0.0008,91.53859999999774
12397,反省,v,动词,74,0.0008,91.53939999999774
12398,结核,n,名词,74,0.0008,91.54019999999774
12399,少见,v,动词,74,0.0008,91.54179999999774
12400,托尔斯泰,nh,人名,74,0.0008,91.54099999999774
12401,切片,n,名词,74,0.0008,91.54499999999773
12402,掖,v,动词,74,0.0008,91.57539999999766
12403,冯涛,nh,人名,74,0.0008,91.56979999999767
12404,除夕,nt,时间名词,74,0.0008,91.57059999999767
12405,收获,n,名词,74,0.0008,91.57139999999767
12406,明皇,nhs,人名-名,74,0.0008,91.57219999999766
12407,假如,v,动词,74,0.0008,91.57299999999766
12408,期望,v,动词,74,0.0008,91.58099999999764
12409,轻盈,a,形容词,74,0.0008,91.57459999999766
12410,厂矿,n,名词,74,0.0008,91.56899999999767
12411,凉爽,a,形容词,74,0.0008,91.57619999999766
12412,大搞,v,动词,74,0.0008,91.57699999999765
12413,出名,v,动词,74,0.0008,91.57779999999765
12414,师团,n,名词,74,0.0008,91.57859999999765
12415,空洞,a,形容词,74,0.0008,91.57939999999765
12416,无耻,a,形容词,74,0.0008,91.5569999999977
12417,悟,v,动词,74,0.0008,91.56259999999769
12418,基,a,形容词,74,0.0008,91.54339999999773
12419,岩溶,n,名词,74,0.0008,91.56099999999769
12420,缦杰,nhs,人名-名,74,0.0008,91.57379999999766
12421,可取,a,形容词,74,0.0008,91.5577999999977
12422,确信,v,动词,74,0.0008,91.5585999999977
12423,呼吸道,n,名词,74,0.0008,91.5593999999977
12424,碳酸钠,n,名词,74,0.0008,91.56019999999769
12425,深邃,a,形容词,74,0.0008,91.56819999999767
12426,高技术,n,名词,74,0.0008,91.56179999999769
12427,考上,v,动词,74,0.0008,91.5561999999977
12428,清军,n,名词,74,0.0008,91.56339999999769
12429,岁数,n,名词,74,0.0008,91.56419999999768
12430,萨满教,n,名词,74,0.0008,91.56499999999768
12431,读数,n,名词,74,0.0008,91.56579999999768
12432,富农,n,名词,74,0.0008,91.58019999999765
12433,渗入,v,动词,73,0.0008,91.71779999999733
12434,决赛,n,名词,73,0.0008,91.70019999999737
12435,西红柿,n,名词,73,0.0008,91.72259999999731
12436,皮下,nl,处所名词,73,0.0008,91.70099999999736
12437,经销,v,动词,73,0.0008,91.70979999999734
12438,国防,j,缩略语,73,0.0008,91.70179999999736
12439,黔,ns,地名,73,0.0008,91.70259999999736
12440,写字台,n,名词,73,0.0008,91.71059999999734
12441,自来水,n,名词,73,0.0008,91.70419999999736
12442,言行,n,名词,73,0.0008,91.69779999999737
12443,天子,n,名词,73,0.0008,91.70579999999735
12444,奉命,v,动词,73,0.0008,91.70659999999735
12445,推崇,v,动词,73,0.0008,91.70739999999735
12446,略有,v,动词,73,0.0008,91.70819999999735
12447,公转,v,动词,73,0.0008,91.70899999999735
12448,奔腾,v,动词,73,0.0008,91.69139999999739
12449,这般,n,名词,73,0.0008,91.70499999999736
12450,布景,n,名词,73,0.0008,91.70339999999736
12451,官府,n,名词,73,0.0008,91.6857999999974
12452,骗人,v,动词,73,0.0008,91.6865999999974
12453,装满,v,动词,73,0.0008,91.6873999999974
12454,长满,v,动词,73,0.0008,91.6881999999974
12455,疟疾,n,名词,73,0.0008,91.68899999999739
12456,哗哗,o,拟声词,73,0.0008,91.69699999999737
12457,挽回,v,动词,73,0.0008,91.69059999999739
12458,立志,v,动词,73,0.0008,91.6849999999974
12459,看护,v,动词,73,0.0008,91.69219999999738
12460,大吃一惊,i,习用语,73,0.0008,91.69299999999738
12461,老师傅,n,名词,73,0.0008,91.69379999999738
12462,晃动,v,动词,73,0.0008,91.69459999999738
12463,变性,v,动词,73,0.0008,91.69539999999738
12464,技术装备,n,名词,73,0.0008,91.69619999999738
12465,搬来,v,动词,73,0.0008,91.68979999999739
12466,白崇禧,nh,人名,73,0.0008,91.72179999999732
12467,征税,v,动词,73,0.0008,91.7265999999973
12468,光绪,nh,人名,73,0.0008,91.7257999999973
12469,轰炸,v,动词,73,0.0008,91.7289999999973
12470,说教,v,动词,73,0.0008,91.73619999999728
12471,前沿,nl,处所名词,73,0.0008,91.7281999999973
12472,挂上,v,动词,73,0.0008,91.72419999999731
12473,尽情,d,副词,73,0.0008,91.7297999999973
12474,主,f,区别词,73,0.0008,91.7305999999973
12475,应运而生,i,习用语,73,0.0008,91.7313999999973
12476,追随,v,动词,73,0.0008,91.73219999999729
12477,不可思议,i,习用语,73,0.0008,91.73299999999729
12478,山中,nl,处所名词,73,0.0008,91.73379999999729
12479,减产,v,动词,73,0.0008,91.73459999999729
12480,改良主义,n,名词,73,0.0008,91.73539999999728
12481,享乐,v,动词,73,0.0008,91.7273999999973
12482,喝水,v,动词,73,0.0008,91.71619999999733
12483,责,n,名词,73,0.0008,91.71219999999734
12484,迟疑,v,动词,73,0.0008,91.71299999999734
12485,千百,m,数词,73,0.0008,91.71379999999733
12486,兴高采烈,i,习用语,73,0.0008,91.71459999999733
12487,八路,n,名词,73,0.0008,91.71539999999733
12488,泥浆,n,名词,73,0.0008,91.72339999999731
12489,方面军,n,名词,73,0.0008,91.71699999999733
12490,总工程师,n,名词,73,0.0008,91.71139999999734
12491,舟,n,名词,73,0.0008,91.71859999999732
12492,感受器,n,名词,73,0.0008,91.66899999999744
12493,奴,n,名词,73,0.0008,91.72019999999732
12494,堡垒,n,名词,73,0.0008,91.69859999999737
12495,边长,n,名词,73,0.0008,91.72499999999731
12496,判别,v,动词,73,0.0008,91.72099999999732
12497,解放战争,nt,时间名词,73,0.0008,91.71939999999732
12498,一百五十,m,数词,73,0.0008,91.69939999999737
12499,莎士比亚,nh,人名,73,0.0008,91.66979999999744
12500,阴沉,a,形容词,73,0.0008,91.64659999999749
12501,产业革命,n,名词,73,0.0008,91.65059999999748
12502,很有,v,动词,73,0.0008,91.64819999999749
12503,巨型,n,名词,73,0.0008,91.64899999999749
12504,谁家,r,代词,73,0.0008,91.64979999999748
12505,讨论会,n,名词,73,0.0008,91.65779999999747
12506,飞速,a,形容词,73,0.0008,91.65139999999748
12507,驾驶员,n,名词,73,0.0008,91.6449999999975
12508,有余,v,动词,73,0.0008,91.65299999999748
12509,行事,v,动词,73,0.0008,91.65379999999747
12510,打人,v,动词,73,0.0008,91.65459999999747
12511,贝类,n,名词,73,0.0008,91.65539999999747
12512,提问,v,动词,73,0.0008,91.65619999999747
12513,瞎子,n,名词,73,0.0008,91.65699999999747
12514,扔下,v,动词,73,0.0008,91.65219999999748
12515,衣襟,n,名词,73,0.0008,91.6433999999975
12516,急,v,动词,73,0.0008,91.63379999999752
12517,犯法,v,动词,73,0.0008,91.63459999999752
12518,现,nt,时间名词,73,0.0008,91.63539999999752
12519,任弼时,nh,人名,73,0.0008,91.63619999999752
12520,曲,a,形容词,73,0.0008,91.63699999999751
12521,卡片,n,名词,73,0.0008,91.63299999999752
12522,白银,n,名词,73,0.0008,91.63779999999751
12523,光,a,形容词,73,0.0008,91.63859999999751
12524,班里,nl,处所名词,73,0.0008,91.63939999999751
12525,羞,v,动词,73,0.0008,91.6401999999975
12526,投资者,n,名词,73,0.0008,91.6409999999975
12527,练兵,v,动词,73,0.0008,91.6417999999975
12528,平台,n,名词,73,0.0008,91.6441999999975
12529,取材,v,动词,73,0.0008,91.6425999999975
12530,危急,a,形容词,73,0.0008,91.64739999999749
12531,济,v,动词,73,0.0008,91.6833999999974
12532,渗,v,动词,73,0.0008,91.67219999999743
12533,布克,nh,人名,73,0.0008,91.67299999999743
12534,不由自主,i,习用语,73,0.0008,91.67379999999743
12535,间,v,动词,73,0.0008,91.67459999999743
12536,饮料,n,名词,73,0.0008,91.67539999999742
12537,全运会,j,缩略语,73,0.0008,91.67619999999742
12538,人声,n,名词,73,0.0008,91.6841999999974
12539,附近,nl,处所名词,73,0.0008,91.67779999999742
12540,恐龙,n,名词,73,0.0008,91.67139999999743
12541,之余,n,名词,73,0.0008,91.67939999999741
12542,行政机关,n,名词,73,0.0008,91.68019999999741
12543,斗,q,量词,73,0.0008,91.68099999999741
12544,蹄,n,名词,73,0.0008,91.68179999999741
12545,回路,n,名词,73,0.0008,91.66339999999745
12546,牢,a,形容词,73,0.0008,91.66499999999745
12547,工作服,n,名词,73,0.0008,91.6457999999975
12548,收取,v,动词,73,0.0008,91.67859999999742
12549,资助,v,动词,73,0.0008,91.67699999999742
12550,新近,nt,时间名词,73,0.0008,91.65939999999746
12551,掀,v,动词,73,0.0008,91.66019999999746
12552,硬化,v,动词,73,0.0008,91.66099999999746
12553,脸颊,n,名词,73,0.0008,91.66179999999746
12554,磅,q,量词,73,0.0008,91.66259999999745
12555,比如,v,动词,73,0.0008,91.67059999999744
12556,清澈,a,形容词,73,0.0008,91.66419999999745
12557,自然灾害,n,名词,73,0.0008,91.65859999999746
12558,送上,v,动词,73,0.0008,91.66579999999745
